"","unique.cellid","CGP.cellid","CCLE.cellid","GSK.cellid","NCI60.cellid","GRAY.cellid","GNE.cellid","CTRP.cellid","CGP_EMTAB3610.cellid","CCLE_rnaseq.cellid","GDSC.SNP.cellid","Ben_Neel.cellid","CTRPv2.cellid","gCSI.cellid","CGP.tissueid","CCLE.tissueid","GSK.tissueid","NCI60.tissueid","GRAY.tissueid","GNE.tissueid","CTRP.tissueid","CGP_EMTAB3610.tissueid","CCLE_rnaseq.tissueid","GDSC.SNP.tissueid","Ben_Neel.tissueid","COSMIC.tissueid","unique.tissueid","CTRPv2.tissueid","gCSI.tissueid"
"333","KNS-62","KNS-62","KNS-62","","","","KNS-62","KNS62","KNS-62","KNS-62","KNS-62","","KNS62","KNS-62","lung","lung","","","","Lung","LUNG","Lung","lung","lung ","","lung","lung","lung","Lung"
"334","KNS-81-FD","KNS-81-FD","KNS-81","","","","","","KNS-81-FD","KNS-81","KNS-81-FD","",NA,"KNS-81","central_nervous_system","central_nervous_system","","","","","","CNS","central_nervous_system","nervous_system ","","central_nervous_system","central_nervous_system",NA,"Brain"
"335","KOSC-2","KOSC-2","","","","","","","KOSC-2","","KOSC-2","",NA,NA,"upper_aerodigestive_tract","","","","","","","Head & Neck","","aero_digestive_tract ","","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,NA
"336","KP-4","KP-4","KP4","","","","KP4","","KP-4","KP4","KP-4","","KP4","KP4","pancreas","pancreas","","","","Pancreas","","Pancreas","pancreas","pancreas ","","pancreas","pancreas","pancreas","Pancreas"
"337","KP-N-RT-BM-1","KP-N-RT-BM-1","KP-N-RT-BM-1","","","","","","","KP-N-RT-BM-1","KP-N-RT-BM-1","",NA,NA,"autonomic_ganglia","autonomic_ganglia","","","","","","","autonomic_ganglia","nervous_system ","","autonomic_ganglia","autonomic_ganglia",NA,NA
"338","KP-N-S19s","KP-N-S19s","KP-N-SI9s","","","","","","","KP-N-SI9s","","","KPNSI9S","KP-N-SI9s","autonomic_ganglia","autonomic_ganglia","","","","","","","autonomic_ganglia","","","autonomic_ganglia","autonomic_ganglia","autonomic_ganglia","Brain"
"339","KP-N-YN","KP-N-YN","KP-N-YN","","","","","","KP-N-YN","KP-N-YN","KP-N-YN","","KPNYN","KP-N-YN","autonomic_ganglia","autonomic_ganglia","","","","","","autonomic_ganglia","autonomic_ganglia","nervous_system ","","autonomic_ganglia","autonomic_ganglia","autonomic_ganglia","Brain"
"340","KP-N-YS","KP-N-YS","","","","","","","","","KP-N-YS","",NA,NA,"autonomic_ganglia","","","","","","","","","nervous_system ","","autonomic_ganglia","autonomic_ganglia",NA,NA
"341","KS-1","KS-1","KS-1","","","","","","KS-1","KS-1","KS-1","",NA,NA,"central_nervous_system","central_nervous_system","","","","","","CNS","central_nervous_system","nervous_system ","","central_nervous_system","central_nervous_system",NA,NA
"342","KU-19-19","KU-19-19","KU-19-19","","","","","","KU-19-19","KU-19-19","KU-19-19","","KU1919",NA,"urinary_tract","urinary_tract","","","","","","urinary_tract","urinary_tract","urogenital_system ","","urinary_tract","urinary_tract","urinary_tract",NA
"343","KU812","KU812","KU812","KU812","","","KU812","KU812","KU812","KU812","KU812","","KU812","KU812","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","Blood","HEMATOPOIETIC_AND_LYMPHOID_TISSUE","Blood","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Blood"
"344","KURAMOCHI","KURAMOCHI","KURAMOCHI","","","","KURAMOCHI","","KURAMOCHI","KURAMOCHI","KURAMOCHI","","KURAMOCHI","KURAMOCHI","ovary","ovary","","","","Ovary","","Ovary","ovary","urogenital_system ","","ovary","ovary","ovary","Ovary"
"345","KY821","KY821","","","","","","","KY821","","KY821","",NA,NA,"haematopoietic_and_lymphoid_tissue","","","","","","","Blood","","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
"346","KYSE-140","KYSE-140","KYSE-140","","","","KYSE-140","KYSE140","KYSE-140","KYSE-140","","","KYSE140","KYSE-140","oesophagus","oesophagus","","","","Esophagus","OESOPHAGUS","Esophagus","oesophagus","","","oesophagus","oesophagus","oesophagus","Esophagus"
"347","KYSE-150","KYSE-150","KYSE-150","","","","KYSE-150","","KYSE-150","KYSE-150","","","KYSE150","KYSE-150","oesophagus","oesophagus","","","","Esophagus","","Esophagus","oesophagus","","","oesophagus","oesophagus","oesophagus","Esophagus"
"348","KYSE-180","KYSE-180","KYSE-180","","","","KYSE-180","","KYSE-180","KYSE-180","KYSE-180","","KYSE180","KYSE-180","oesophagus","oesophagus","","","","Esophagus","","Esophagus","oesophagus","aero_digestive_tract ","","oesophagus","oesophagus","oesophagus","Esophagus"
"349","KYSE-270","KYSE-270","KYSE-270","","","","KYSE-270","","KYSE-270","KYSE-270","KYSE-270","",NA,"KYSE-270","oesophagus","oesophagus","","","","Esophagus","","Esophagus","oesophagus","aero_digestive_tract ","","oesophagus","oesophagus",NA,"Esophagus"
"350","KYSE-410","KYSE-410","KYSE-410","","","","","KYSE410","KYSE-410","KYSE-410","KYSE-410","","KYSE410","KYSE-410","oesophagus","oesophagus","","","","","OESOPHAGUS","Esophagus","oesophagus","aero_digestive_tract ","","oesophagus","oesophagus","oesophagus","Esophagus"
"351","KYSE-450","KYSE-450","KYSE-450","","","","KYSE-450","KYSE450","KYSE-450","KYSE-450","KYSE-450","","KYSE450","KYSE-450","oesophagus","oesophagus","","","","Esophagus","OESOPHAGUS","Esophag","oesophagus","aero_digestive_tract ","","oesophagus","oesophagus","oesophagus","Esophagus"
"352","KYSE-510","KYSE-510","KYSE-510","","","","KYSE-510","","KYSE-510","KYSE-510","KYSE-510","","KYSE510","KYSE-510","oesophagus","oesophagus","","","","Esophagus","","Esophagus","oesophagus","aero_digestive_tract ","","oesophagus","oesophagus","oesophagus","Esophagus"
"353","KYSE-520","KYSE-520","KYSE-520","","","","KYSE-520","","KYSE-520","KYSE-520","KYSE-520","","KYSE520","KYSE-520","oesophagus","oesophagus","","","","Esophagus","","Esophagus","oesophagus","aero_digestive_tract ","","oesophagus","oesophagus","oesophagus","Esophagus"
"354","KYSE-70","KYSE-70","KYSE-70","","","","KYSE-70","","KYSE-70","KYSE-70","KYSE-70","","KYSE70","KYSE-70","oesophagus","oesophagus","","","","Esophagus","","Esophagus","oesophagus","aero_digestive_tract ","","oesophagus","oesophagus","oesophagus","Esophagus"
"355","L-363","L-363","L-363","","","","L-363","","L-363","L-363","L-363","","L363","L-363","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","Blood","","Blood","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Blood"
"356","L-428","L-428","L-428","L428","","","","","L-428","L-428","L-428","","L428",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"357","L-540","L-540","L-540","","","","","","L-540","L-540","L-540","","L540",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","Blood","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"358","LAMA-84","LAMA-84","LAMA-84","","","","","","LAMA-84","LAMA-84","LAMA-84","","LAMA84",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","Blood","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"359","LAN-1","LAN-1","","","","","","","","","","",NA,NA,"autonomic_ganglia","","","","","","","","","","","autonomic_ganglia","autonomic_ganglia",NA,NA
"360","LAN-5","LAN-5","","","","","","","","","","",NA,NA,"autonomic_ganglia","","","","","","","","","","","autonomic_ganglia","autonomic_ganglia",NA,NA
"361","LAN-6","LAN-6","","","","","","","LAN-6","","LAN-6","",NA,NA,"autonomic_ganglia","","","","","","","PNS","","nervous_system ","","autonomic_ganglia","autonomic_ganglia",NA,NA
"362","LB1047-RCC","LB1047-RCC","","","","","","","LB1047-RCC","","LB1047-RCC","",NA,NA,"kidney","","","","","","","kidney","","kidney ","","kidney","kidney",NA,NA
"363","LB2241-RCC","LB2241-RCC","","","","","","","LB2241-RCC","","LB2241-RCC","",NA,NA,"kidney","","","","","","","Kidney","","kidney ","","kidney","kidney",NA,NA
"364","LB2518-MEL","LB2518-MEL","","","","","","","LB2518-MEL","","LB2518-MEL","",NA,NA,"skin","","","","","","","skin","","skin ","","skin","skin",NA,NA
"365","LB373-MEL-D","LB373-MEL-D","","","","","","","LB373-MEL-D","","LB373-MEL-D","",NA,NA,"skin","","","","","","","skin","","skin ","","skin","skin",NA,NA
"366","LB647-SCLC","LB647-SCLC","","","","","","","LB647-SCLC","","LB647-SCLC","",NA,NA,"lung","","","","","","","Lung","","lung ","","lung","lung",NA,NA
"367","LB771-HNC","LB771-HNC","","","","","","","LB771-HNC","","LB771-HNC","",NA,NA,"upper_aerodigestive_tract","","","","","","","upper_aerodigestive_tract","","aero_digestive_tract ","","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,NA
"368","LB831-BLC","LB831-BLC","","","","","","","LB831-BLC","","LB831-BLC","",NA,NA,"urinary_tract","","","","","","","urinary_tract","","urogenital_system ","","urinary_tract","urinary_tract",NA,NA
"369","LB996-RCC","LB996-RCC","","","","","","","LB996-RCC","","LB996-RCC","",NA,NA,"kidney","","","","","","","kidney","","kidney ","","kidney","kidney",NA,NA
"370","LC-1F","LC-1F","LC-1F","","","","","","LC-1F","LC-1F","","","LC1F",NA,"lung","lung","","","","","","lung","lung","","","lung","lung","lung",NA
"371","LC-2-ad","LC-2-ad","","","","","","","LC-2-ad","","LC-2-ad","",NA,NA,"lung","","","","","","","Lung","","lung ","","lung","lung",NA,NA
"372","LC4-1","LC4-1","","","","","","","LC4-1","","LC4-1","",NA,NA,"haematopoietic_and_lymphoid_tissue","","","","","","","Blood","","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
"373","LCLC-103H","LCLC-103H","LCLC-103H","","","","LCLC-103H","LCLC103H","LCLC-103H","LCLC-103H","LCLC-103H","","LCLC103H","LCLC-103H","lung","lung","","","","Lung","LUNG","Lung:NSCLC","lung","lung ","","lung","lung","lung","Lung"
"374","LCLC-97TM1","LCLC-97TM1","LCLC-97TM1","","","","LCLC-97TM1","LCLC97TM1","LCLC-97TM1","LCLC-97TM1","LCLC-97TM1","","LCLC97TM1","LCLC-97TM1","lung","lung","","","","Lung","LUNG","Lung:NSCLC","lung","lung ","","lung","lung","lung","Lung"
"375","LK-2","LK-2","LK-2","","","","","","LK-2","LK-2","LK-2","","LK2",NA,"lung","lung","","","","","","lung","lung","lung ","","lung","lung","lung",NA
"376","LN-405","LN-405","","","","","","","LN-405","","LN-405","",NA,NA,"central_nervous_system","","","","","","","Brain","","nervous_system ","","central_nervous_system","central_nervous_system",NA,NA
"377","LNCaP-Clone-FGC","LNCaP-Clone-FGC","LNCaP clone FGC","LNCAP","","","","","LNCaP-Clone-FGC","LNCaP_clone_FGC","LNCaP-Clone-FGC","","LNCAPCLONEFGC","LNCAP clone FGC","prostate","prostate","prostate","","","","","prostate","prostate","urogenital_system ","","prostate","prostate","prostate","Prostate"
"378","LOUCY","LOUCY","Loucy","","","","","","LOUCY","Loucy","LOUCY","",NA,NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","Blood","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
"379","LoVo","LoVo","LoVo","","","","LoVo","LOVO","LoVo","LoVo","LoVo","","LOVO","LoVo","large_intestine","large_intestine","","","","Colon","LARGE_INTESTINE","Intestine","large_intestine","digestive_system ","","large_intestine","large_intestine","large_intestine","Colon"
"380","LOXIMVI","LOXIMVI","LOX IMVI","LOXIMVI","ME:LOXIMVI","","LOX-IMVI","","LOXIMVI","LOX_IMVI","LOXIMVI","","LOXIMVI","LOX-IMVI","haematopoietic_and_lymphoid_tissue","skin","skin","ME","","Skin","","Skin","haematopoietic_and_lymphoid_tissue","skin ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","skin","Skin"
"381","LP-1","LP-1","LP-1","","","","LP-1","LP1","LP-1","LP-1","LP-1","","LP1","LP-1","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","Blood","HEMATOPOIETIC_AND_LYMPHOID_TISSUE","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Blood"
"382","LS-1034","LS-1034","LS1034","LS1034","","","LS1034","","LS-1034","LS1034","LS-1034","","LS1034","LS1034","large_intestine","large_intestine","colon","","","Cecum","","Intestine","large_intestine","digestive_system ","","large_intestine","large_intestine","large_intestine","Unclassified"
"383","LS-123","LS-123","LS123","","","","","LS123","LS-123","LS123","LS-123","","LS123",NA,"large_intestine","large_intestine","","","","","LARGE_INTESTINE","Intestine","large_intestine","digestive_system ","","large_intestine","large_intestine","large_intestine",NA
"384","LS-174T","LS-174T","","LS174T","","","LS 174T","","","","","",NA,NA,"large_intestine","","colon","","","Colon","","","","","","large_intestine","large_intestine",NA,NA
"385","LS-411N","LS-411N","LS411N","","","","","LS411N","LS-411N","LS411N","LS-411N","","LS411N",NA,"large_intestine","large_intestine","","","","","LARGE_INTESTINE","Intestin","large_intestine","digestive_system ","","large_intestine","large_intestine","large_intestine",NA
"386","LS-513","LS-513","LS513","","","","","LS513","LS-513","LS513","LS-513","","LS513",NA,"large_intestine","large_intestine","","","","","LARGE_INTESTINE","Intestine","large_intestine","digestive_system ","","large_intestine","large_intestine","large_intestine",NA
"387","LU-134-A","LU-134-A","","","","","","","LU-134-A","","LU-134-A","",NA,NA,"lung","","","","","","","Lung","","lung ","","lung","lung",NA,NA
"388","LU-135","LU-135","","","","","","","LU-135","","LU-135","",NA,NA,"lung","","","","","","","Lung","","lung ","","lung","lung",NA,NA
"389","LU-139","LU-139","","","","","","","LU-139","","LU-139","",NA,NA,"lung","","","","","","","Lung","","lung ","","lung","lung",NA,NA
"390","LU-165","LU-165","","","","","","","LU-165","","LU-165","",NA,NA,"lung","","","","","","","Lung","","lung ","","lung","lung",NA,NA
"391","LU-65","LU-65","LU65","","","","","LU65","LU-65","LU65","LU-65","","LU65",NA,"lung","lung","","","","","LUNG","Lung:NSCLC","lung","lung ","","lung","lung","lung",NA
"392","LU-99A","LU-99A","LU99","","","","","LU99","LU-99A","LU99","","","LU99",NA,"lung","lung","","","","","LUNG","Lung:NSCLC","lung","","","lung","lung","lung",NA
"393","LXF-289","LXF-289","LXF-289","","","","LXF-289","LXF289","LXF-289","LXF-289","LXF-289","","LXF289","LXF-289","lung","lung","","","","Lung","LUNG","Lung","lung","lung ","","lung","lung","lung","Lung"
"394","M059J","M059J","M059J","","","","M059J","","M059J","","M059J","",NA,NA,"central_nervous_system","","","","","Brain","","central_nervous_system","","nervous_system ","","central_nervous_system","central_nervous_system",NA,NA
"395","M14","M14","","M14","ME:M14","","","","M14","","M14","",NA,NA,"haematopoietic_and_lymphoid_tissue","","skin","ME","","","","Skin","","skin ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
"396","Malme-3M","Malme-3M","Malme-3M","MALME3M","ME:MALME_3M","","","","","Malme-3M","","","MALME3M","Malme-3M","haematopoietic_and_lymphoid_tissue","skin","skin","ME","","","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","skin","Skin"
"397","MC-1010","MC-1010","","","","","","","","","","",NA,NA,"haematopoietic_and_lymphoid_tissue","","","","","","","","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
"398","MC116","MC116","MC116","MC116","","","MC116","MC116","MC116","MC116","MC116","","MC116","MC116","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","Lymph Node","HEMATOPOIETIC_AND_LYMPHOID_TISSUE","Blood","haematopoietic_and_lymphoid_tissue","blood ","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Lymphoid"
"399","MC-CAR","MC-CAR","","MCCAR","","","","","MC-CAR","","","",NA,NA,"haematopoietic_and_lymphoid_tissue","","hematopoietic_and_lymphatic_system","","","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA
"400","MCF7","MCF7","MCF7","MCF7","BR:MCF7","MCF7","MCF-7","MCF7","MCF7","MCF7","MCF7","mcf7","MCF7","MCF-7","breast","breast","breast","BR","breast","Breast","BREAST","Breast","breast","breast ","breast","breast","breast","breast","Breast"
"401","MC-IXC","MC-IXC","","MCIXC","","","","","","","MC-IXC","",NA,"MC-IXC","autonomic_ganglia","","central_nervous_system","","","","","","","nervous_system ","","autonomic_ganglia","autonomic_ganglia",NA,"Brain"
"402","MDA-MB-134-VI","MDA-MB-134-VI","MDA-MB-134-VI","","","MDAMB134VI","MDA-MB-134-VI","","MDA-MB-134-VI","MDA-MB-134-VI","","mdamb134vi",NA,NA,"breast","breast","","","breast","Breast","","breast","breast","","breast","breast","breast",NA,NA
"403","MDA-MB-157","MDA-MB-157","MDA-MB-157","","","MDAMB157","MDA-MB-157","","MDA-MB-157","MDA-MB-157","MDA-MB-157","mdamb157","MDAMB157","MDA-MB-157","breast","breast","","","breast","Breast","","Breast","breast","breast ","breast","breast","breast","breast","Breast"
"404","MDA-MB-175-VII","MDA-MB-175-VII","MDA-MB-175-VII","MDAMB175VII","","MDAMB175VII","MDA-MB-175-VII","","","MDA-MB-175-VII","MDA-MB-175-VII","mdamb175vii",NA,"MDA-MB-175-VII","breast","breast","breast","","breast","Breast","","","breast","breast ","breast","breast","breast",NA,"Breast"
"405","MDA-MB-231","MDA-MB-231","MDA-MB-231","MDAMB231","BR:MDA_MB_231","MDAMB231","MDA-MB-231","","MDA-MB-231","MDA-MB-231","MDA-MB-231","mdamb231","MDAMB231","MDA-MB-231","breast","breast","breast","BR","breast","Breast","","Breast","breast","breast ","breast","breast","breast","breast","Breast"
"406","MDA-MB-361","MDA-MB-361","MDA-MB-361","","","MDAMB361","MDA-MB-361","","MDA-MB-361","MDA-MB-361","MDA-MB-361","mdamb361","MDAMB361",NA,"breast","breast","","","breast","Breast","","Breast","breast","breast ","breast","breast","breast","breast",NA
"407","MDA-MB-415","MDA-MB-415","MDA-MB-415","","","MDAMB415","MDA-MB-415","","MDA-MB-415","MDA-MB-415","MDA-MB-415","mdamb415","MDAMB415",NA,"breast","breast","","","breast","Breast","","breast","breast","breast ","breast","breast","breast","breast",NA
"408","MDA-MB-435","MDA-MB-435","MDA-MB-435S","MDAMB435","ME:MDA_MB_435","","MDA-MB-435","","","MDA-MB-435S","","","MDAMB435S",NA,"haematopoietic_and_lymphoid_tissue","skin","skin","ME","","Skin","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","skin",NA
